id_player,name,sex,country,birth_year
211682,Paulina Czarnik,F,POL,1997
202677,Ekaterina Klyueva,F,KAZ,2000
215792,Alicja Zduniak,F,POL,2000
202594,Elena Bogdan,F,ROU,1994
213693,Sandra Ortevall,F,SWE,2001
216121,Yasmine Wagner,F,GER,2003
211382,Caroline Romeo,F,FRA,1994
211495,Helen Ploskina,F,UKR,2000
202558,Veronika Kapshay,F,UKR,1990
215976,Valeriya Zeleva,F,RUS,2001
202656,Estelle Cascino,F,FRA,1996
202384,Kyra Shroff,F,IND,1996
205998,Manisha Foster,F,GBR,1997
215968,Maxine Palmen,F,NED,2002
213965,Minami Akiyama,F,JPN,1996
211775,Erika Vogelsang,F,NED,1999
213669,Aleah Marrow,F,USA,1993
211557,Nina Stadler,F,SUI,1995
205909,Ola Abou Zekry,F,EGY,1989
211813,Luisa Marie Huber,F,GER,1999
206424,Katharina Lehnert,F,GER,1997
214839,Jodie Anna Burrage,F,GBR,1999
216118,Maria Lota Kaul,F,EST,2000
213793,Gozal Ainitdinova,F,KAZ,1998
205969,Yana Sizikova,F,RUS,1995
213909,Clemence Fayol,F,FRA,1996
211208,Ho Ching Wu,F,HKG,1993
203558,Lou Brouleau,F,FRA,1995
220331,Molly Helgesson,F,SWE,2000
202621,Elixane Lechemia,F,FRA,1992
210734,Laura Deigman,F,GBR,1997
215926,Julita Saner,F,SWE,1999
216273,Yulia Starodubtsewa,F,UKR,2002
201659,Melanie Klaffner,F,AUT,1990
220293,Adriana Senkarova,F,SVK,2003
214514,Anastasia Chikalkina,F,RUS,1999
216238,Ramya Natarajan,F,IND,1999
220339,Suhana Sofia Mohd Adam Das,F,MAS,2002
215100,Anna Maria Procacci,F,ITA,1999
213695,Costanza Pera,F,ITA,2002
202365,Lavinia Tananta,F,INA,1991
204304,Jawairiah Noordin,F,MAS,1992
215285,Ana Shanidze,F,GEO,2003
214975,Anhzelika Isaeva,F,RUS,2000
211437,Bhuvana Kalva,F,IND,1994
216346,Daryna Gukasyan,F,UKR,2002
212008,Dhruthi Tatachar Venugopal,F,IND,1997
206086,Mai El Kamash,F,EGY,1998
215894,Alexandra Pisareva,F,UKR,2004
213974,Lamis Alhussein Abdel Aziz,F,EGY,1998
203400,Tea Faber,F,CRO,1992
210192,Shweta Rana,F,IND,1996
211283,Karoline Kurz,F,AUT,2000
220378,Azaliya Badegyeva,F,RUS,2002
211898,Andreea Ghitescu,F,ROU,1998
215041,Dalila Said,F,EGY,2003
214538,Nadia Van Heerden,F,RSA,2003
214757,Anastasiya Klymenko,F,UKR,2000
220391,Anna Ureke,F,RUS,1999
220394,Hania Abouelsaad,F,EGY,2002
215780,Swara Kulkarni,F,IND,2002
216168,Anna Lena Neuwirth,F,AUT,2003
215726,Tiphanie Fiquet,F,FRA,2000
220395,Iveta Daujotaite,F,LTU,2001
215239,Diana Maria Mihail,F,ROU,2000
217769,Natascha Kennis,F,NED,1994
206399,Francesca Sella,F,ITA,1997
219603,Giulia Cerutti,F,ITA,1998
215340,Hortencia Birnbaumer,F,BOL,2003
219976,Pauline Courcoux,F,FRA,1997
212260,Rosaline Zafir Chavez Tello,F,PAN,1996
214267,Janina Geiss,F,GER,1998
215751,Mayar Eltony,F,EGY,1998
210823,Giada Clerici,F,ITA,1997
215866,Jennifer Timotin,F,IRL,2002
214511,Anastasia Bursa,F,RUS,1998
206410,Guadalupe Perez Rojas,F,ARG,1997
210888,Kanika Vaidya,F,IND,1998
220409,Sitara Prabhu,F,IND,1998
220521,Sherry Sherry Ayad Abd Elmalek Wassef,F,EGY,2005
211654,Ana Bianca Mihaila,F,ROU,1998
216025,Ella Husrefovic,F,AUS,2004
211541,Jacqueline Cabaj Awad,F,SWE,1995
210886,Mayar Sherif,F,EGY,1996
213822,Verena Hofer,F,ITA,1998
211751,Alexandra Walters,F,AUS,1995
204356,Emily Fanning,F,NZL,1996
214322,Karolayne Alexandre Da Rosa,F,BRA,1999
215765,Oleksandra Andrieieva,F,UKR,2003
215383,Eva Siskova,F,USA,1999
215941,Celine Kern,F,SUI,2003
214587,Pei Hsuan Chen,F,TPE,2001
220421,Viktoria Glotova,F,RUS,2003
206217,Andjela Novcic,F,SRB,1997
216354,Snehal Mane,F,IND,1999
220281,Catherine Shulman,F,CAN,1999
211129,Shannon Cox,F,RSA,1995
220334,Valentina Lia,F,ITA,1999
208577,Joanna Carswell,F,NZL,1992
206433,Nadia Echeverria Alam,F,USA,1996
220576,Andreina Pino,F,ITA,1998
214902,Ziyu Wang,F,CHN,1999
202551,Eleni Kordolaimi,F,GRE,1994
211970,Mariagiovanna Nanti,F,ITA,1998
215733,Ekaterina Ovcharenko,F,RUS,2000
214591,Fang Hsien Wu,F,TPE,2003
214974,Francesca Delledera,F,ITA,1996
215619,Klaudia Wira,F,POL,1999
214340,Maria Zotova,F,RUS,1998
215242,Nermeen Shawky,F,EGY,1999
215760,Nina Kolar,F,SLO,1997
214125,Andreia Beberechi,F,ROU,1998
220509,Krishnali Bhonsle,F,IND,1995
220672,Milana Zhabrailova,F,RUS,2002
214944,Claudia Franze,F,ITA,1992
213836,Federica Joe Gardella,F,ITA,2000
214704,Jovana Vukovic,F,SRB,2003
203537,Victoria Kan,F,RUS,1995
216252,Giulia Morlet,F,FRA,2001
220702,Hala Khaled,F,EGY,2003
215778,Emma Lene,F,FRA,1999
220531,Agnes Ornella Biba,F,CMR,2003
211694,Yu Ting Hsieh,F,TPE,1998
220000,Alena Yurchenko,F,RUS,2003
220530,Adele Diana Biba,F,CMR,2004
220703,Eleni Kampantai,F,GRE,2001
210926,Pei Chi Lee,F,TPE,1995
215658,Phillis Vanenburg,F,NED,2001
215645,Paulina Jastrzebska,F,POL,1998
216178,Celine Fritsch,F,GER,2000
214032,Chiraz Bechri,F,TUN,1998
219097,Taro Keens,F,GBR,1995
215480,Suzan Lamens,F,NED,1999
214570,Maria Patrascu,F,CAN,1999
220788,Dhwani Kumar,F,IND,2003
220258,Viktoriya Petrenko,F,UKR,2001
214074,Weronika Jasmina Forys,F,POL,1998
214955,Camilla Abbate,F,ITA,2000
216130,Elena De Santis,F,ITA,2000
214878,Sophie Muntean,F,FRA,2002
220471,Dominique Chante Mclean,F,GBR,1996
214330,Zi Yi Wang,F,CHN,2001
220260,Anastasiya Khrustaleva,F,RUS,1997
215898,Jule Niemeier,F,GER,1999
204415,Alexandra Riley,F,USA,1991
214014,Adriana Sosnovschi,F,MDA,2000
215459,Emily Seibold,F,GER,1999
215351,Isolde De Jong,F,NED,2002
220494,Arina Gabriela Vasilescu,F,ROU,1997
219972,Estella Jaeger,F,GER,2000
216138,Romy Koelzer,F,GER,1991
214607,Sang Hee Park,F,KOR,1998
211008,Se Hyun Kim,F,KOR,1997
215636,Kumi So,F,JPN,2001
210738,Aldila Sutjiadi,F,INA,1995
213773,Yeong Won Jeong,F,KOR,1995
206273,Claudia Coppola,F,ITA,1996
213841,Tamachan Momkoonthod,F,THA,1998
215089,Nandini Sharma,F,IND,2002
215585,Anastasiia Gevel,F,UKR,2002
214244,Isha Budwal,F,IND,2000
215186,Watsachol Sawasdee,F,THA,2001
216173,Katerina Tsygourova,F,SUI,2000
220695,Beatrice Stagno,F,ITA,2003
214238,Verena Meliss,F,ITA,1997
211477,Tiffany William,F,GBR,1996
211974,Chanikarn Silakul,F,THA,1998
213870,Alija Merdeeva,F,RUS,1998
210533,Haine Ogata,F,JPN,1993
216057,Soumeya Anane,F,GBR,1993
215077,Viktoria Morvayova,F,SVK,2001
216564,Viktoriya Gogol,F,UKR,1999
213780,Andreea Amalia Rosca,F,ROU,1999
213714,Fanny Ostlund,F,SWE,1997
214985,Wiktoria Kulik,F,POL,2002
219862,Daniella Medvedeva,F,RUS,2003
201558,Lauren Embree,F,USA,1995
213661,Yukina Saigo,F,JPN,1996
214145,Julia Payola,F,ESP,1998
220289,Isabel Adrover Gallego,F,ESP,2001
215453,Marina Bassols Ribera,F,ESP,1999
206427,Daiana Negreanu,F,ROU,1992
210702,Pauline Payet,F,FRA,1996
214271,Jaeda Daniel,F,USA,2003
215174,Claudia Hoste Ferrer,F,ESP,1998
216230,Marta Gonzalez Ballbe,F,ESP,2003
215571,Guiomar Maristany Zuleta De Reales,F,ESP,1999
211508,Josephine Boualem,F,ESP,1993
203487,Andrea Ka,F,FRA,1994
220290,Dami Edibson Messiah,F,ESP,2005
216210,Mikaela Martinez,F,USA,1993
214212,Noelia Bouzo Zanotti,F,ESP,1999
215798,Rosa Vicens Mas,F,ESP,2000
214189,Alicia Herrero Linana,F,ESP,2000
202616,Justyna Jegiolka,F,POL,1994
220296,Fiona Arrese Mata,F,ESP,2004
215873,Tanysha Dissanayake,F,GBR,2001
211122,Charlotte Roemer,F,ECU,1994
213835,Alba Carrillo Marin,F,ESP,1996
203406,Lucia Cervera Vazquez,F,ESP,1995
214442,Lidia Moreno Arias,F,ESP,1996
214934,Astrid Wanja Brune Olsen,F,NOR,1999
214225,Snehadevi S Reddy,F,IND,2000
214937,Eva Guerrero Alvarez,F,ESP,1999
213721,Ines Murta,F,POR,1997
213567,Maria Jose Luque Moreno,F,ESP,1998
214301,Tatiana Pieri,F,ITA,1999
211959,Ksenija Sharifova,F,RUS,1999
201638,Estrella Cabeza Candela,F,ESP,1988
220163,Ares Teixido Garcia,F,ESP,2001
215698,Paula Arias Manjon,F,ESP,2001
220164,Maria Aran Teixido Garcia,F,ESP,2001
215964,Cristina Mayorova Bakhtina,F,ESP,2003
211344,Caroline Uebelhoer,F,GER,1997
214693,Marta Garcia Gausi,F,ESP,2001
211288,Mia Nicole Eklund,F,FIN,1997
220433,Itxaso Blanco Fernandez De Leceta,F,ESP,2004
214216,Marta Huqi Gonzalez Encinas,F,ESP,2002
215699,Lucia Marzal Martinez,F,ESP,2000
214273,Ksenia Kuznetsova,F,RUS,2000
202704,Rocio De La Torre Sanchez,F,ESP,1994
215995,Yesica De Lucas,F,ESP,2000
215928,Isabel Iglesias Prieto,F,ESP,2001
213553,Camille Sireix,F,FRA,1999
211961,Emmanuelle Salas,F,FRA,2001
202387,Vlada Ekshibarova,F,UZB,1989
200043,Virginie Razzano,F,FRA,1986
211329,Tena Lukas,F,CRO,1995
203317,Amandine Cazeaux,F,FRA,1989
215354,Lucia De La Puerta Uribe,F,ESP,2003
220532,Helene Pellicano,F,MLT,2002
215353,Mercedes Aristegui,F,ESP,2000
210860,Jessica Wacnik,F,USA,1997
216092,Isabella Harvison,F,USA,2001
206209,Maria Masini,F,ITA,1995
215572,Nuria Brancaccio,F,ITA,2000
206280,Elena Cerezo Codina,F,ESP,1999
212045,Sinead Lohan,F,IRL,1995
206339,Olga Parres Azcoitia,F,ESP,1993
203520,Arabela Fernandez Rabener,F,ESP,1994
220560,Lian Tran,F,NED,2002
220563,Maria Oliver Sanchez,F,ESP,2004
201646,Maria Joao Koehler,F,POR,1995
220564,Judith Perello Saavedra,F,ESP,2002
220565,Angela Juarez Blanco,F,ESP,2002
220566,Marta Cuevas Guerrero,F,ESP,2006
203326,Lisa Sabino,F,SUI,1986
220132,Vivien Klein,F,GER,2002
216303,Carlota Martin Santana,F,ESP,2006
216111,Jordan Ortega Mendez,F,ESP,2003
214236,Angela Fita Boluda,F,ESP,1999
215398,Lucia Cortez Llorca,F,ESP,2000
211346,Jil Nora Engelmann,F,GER,1997
201412,Anastasia Yakimova,F,BLR,1990
215128,Alexandra Alegre Ferre,F,ESP,2003
220060,Andrea Sauco Roque,F,ESP,2002
213934,Nora Niedmers,F,GER,1996
220149,Maja Issler,F,GER,2001
214662,Olga Esteve Mendez,F,ESP,1998
216112,Angela Diez Plagaro,F,ESP,2003
213767,Ayla Aksu,F,USA,1996
213860,Ana Roman Dominguez,F,ESP,2000
215432,Olivia Nicholls,F,GBR,1994
220491,Merel Hoedt,F,NED,1999
216198,Ana Giraldi Requena,F,ESP,2000
220604,Alice Garcia,F,BRA,1996
216229,Marina Benito,F,ESP,2000
220693,Maria Obispo Carretero,F,ESP,2001
216406,Angeles Moreno Barranquero,F,ESP,2000
220742,Leyre Romero Gormaz,F,ESP,2002
215805,Marie Mattel,F,FRA,2002
215776,Emmanuelle Girard,F,FRA,1999
220743,Hadil Nazih,F,MAR,2006
220503,Ekaterina Kholopenko,F,RUS,2003
216282,Ana Maria Gonzalez Ruiz,F,ESP,2005
215735,Sara Lanca,F,POR,1997
220744,Laura Pellicer Perello,F,ESP,2003
220745,Gabriela Martinez Asensi,F,ESP,2003
215784,Anastasia Iamachkine,F,PER,2002
216091,Ana Lantigua De La Nuez,F,ESP,2000
215338,Ioana Gheorghita,F,ROU,2001
220753,Marta Garcia Reboredo Montesdeoca,F,ESP,2003
220650,Francescamaria Pannarale,F,ITA,2002
220754,Ester Valles Pinol,F,ESP,2001
215273,Tomoe Yazawa,F,JPN,1998
216302,Alexia Alvarez Gerochristodoulou,F,ESP,2003
216142,Mila Saric,F,SRB,2004
220652,Alisiya Soto,F,RUS,2003
215910,Panna Udvardy,F,HUN,1998
204384,Agnes Bukta,F,HUN,1995
203542,Daria Mironova,F,RUS,1993
211956,Ariadna Marti Riembau,F,ESP,2000
206400,Martina Spigarelli,F,ITA,1992
211099,Nicoleta Catalina Dascalu,F,ROU,1996
203586,Ioana Loredana Rosca,F,ROU,1996
202606,Claudia Giovine,F,ITA,1991
205843,Sonya Latycheva,F,CAN,1996
220304,Lara Panfilov,F,NED,2001
214162,Anna Shepita,F,RUS,1998
210271,Anita Husaric,F,BIH,1994
211683,Aleksandra Buczynska,F,POL,1999
209693,Tuule Tani,F,EST,1992
200533,Pam Casale,F,USA,1967
215850,Rebeka Margareta Mertena,F,LAT,1999
214176,Valeria Gorlats,F,EST,1998
215177,Polina Bakhmutkina,F,RUS,1999
216116,Elena Malygina,F,EST,2000
211755,Laura Gulbe,F,LAT,1998
220570,Nelly Mezan,F,SWE,2005
214595,Giorgia Testa,F,ITA,2002
215464,Aleksandra Kuznetsova,F,RUS,1999
216107,Ella Haavisto,F,FIN,2004
215723,Monica Malinen,F,FIN,2000
220042,Peppi Ramstedt,F,FIN,2006
209866,Grace Leake,F,USA,1993
220571,Liisa Vehvilainen,F,FIN,2001
210439,Ella Leivo,F,FIN,1998
214520,Andrea Raaholdt,F,NOR,2000
213878,Milka Emilia Pasanen,F,FIN,2000
203290,Piia Suomalainen,F,FIN,1987
214758,Gyulnara Nazarova,F,UKR,1999
204249,Csilla Argyelan,F,HUN,1993
206033,Saana Saarteinen,F,FIN,1997
214739,Mariella Minetti,F,FIN,1999
216287,Ekaterina Shalimova,F,RUS,2000
214515,Anna Iakovleva,F,RUS,2000
215395,Oona Orpana,F,FIN,2000
220617,Emma Eerola,F,FIN,2004
216405,Summer Yardley,F,GBR,2003
214784,Daria Kuczer,F,POL,2000
220043,Katriin Saar,F,EST,2002
215477,Deniza Marcinkevica,F,LAT,2003
216300,Aino Alkio,F,FIN,2001
216268,Alice Gillan,F,GBR,1998
203341,Sanaz Marand,F,USA,1990
216424,Caroline Dunleavy,F,USA,2000
214248,Ann Sophie Porry,F,FRA,1995
202906,Kaitlyn Christian,F,USA,1995
210958,Alexandra Perper,F,MDA,1993
213668,Alexandra Morozova,F,USA,1998
215376,Melissa Kopinski,F,USA,1997
215921,Salma Ewing,F,USA,2002
215305,Desirae Krawczyk,F,USA,1994
220267,Taylor Bridges,F,USA,2003
202445,Valeria Solovieva,F,RUS,1995
213555,Theo Gravouil,F,FRA,2000
201462,Alberta Brianti,F,ITA,1984
206171,Alice Bacquie,F,FRA,1998
215388,Sandra Bozinovic,F,FRA,2003
211321,Klaartje Liebens,F,BEL,1999
215754,Lea Romain,F,FRA,2004
205125,Gaelle Desperrier,F,FRA,1988
211537,Mathilde Armitano,F,FRA,1999
206371,Alina Silich,F,RUS,1996
215051,Juliette Colard,F,FRA,2000
215050,Schena Benamar,F,FRA,1998
211821,Chiara Grimm,F,SUI,1998
215806,Alice Robbe,F,FRA,2000
215601,Franziska Kommer,F,GER,2001
214318,Eleonore Barrere,F,FRA,2000
220349,Ines Nicault,F,FRA,1995
201481,Tamira Paszek,F,AUT,1990
215478,Claire Verwerda,F,NED,2000
211159,Nikki Luttikhuis,F,NED,1998
211535,Camille Cheli,F,FRA,1997
214592,Jenny Jullien,F,FRA,1995
215831,Mylene Halemai,F,FRA,2002
220512,Maelys Bougrat,F,FRA,2002
220707,Agnes Brun,F,FRA,1997
213979,Camille Maisonnave,F,FRA,1993
220708,Julie Bousseau,F,FRA,2005
220709,Maneva Rakotomalala,F,FRA,2001
220567,Elisa Andrea Camerano,F,ITA,2002
214260,Ana Oparenovic,F,SLO,2000
213526,Sara Ottomano,F,SUI,1999
215638,Chloe Cirotte,F,FRA,2001
219979,Marie Villet,F,FRA,1996
219983,Olga Helmi,F,DEN,2000
214107,Sofia Haydee Nicolini,F,ARG,2000
216331,Eva Marie Voracek,F,GER,1999
214320,Valentine Bacher,F,FRA,2002
215098,Emma Hurst,F,GBR,1999
202599,Alice Moroni,F,ITA,1994
202470,Annika Beck,F,GER,1997
202627,Fiona Gervais,F,FRA,1997
210672,Polina Leykina,F,RUS,1994
211484,Lou Adler,F,FRA,1996
211031,Sarah Beth Askew,F,GBR,1995
215855,Irys Ekani,F,FRA,1997
215822,Ali Collins,F,GBR,2001
215549,Laura Sainsbury,F,GBR,2000
214860,Karola Patricia Bejenaru,F,ROU,1997
206073,Eleanor Dean,F,GBR,2000
216253,Victoria Allen,F,GBR,2003
215795,Lauryn John Baptiste,F,GBR,2003
211543,Jennifer Zerbone,F,FRA,1999
216081,Maja Chwalinska,F,POL,2001
203518,Paula Kania,F,POL,1992
201523,Marina Erakovic,F,NZL,1991
201699,Martina Caregaro,F,ITA,1992
213908,Yuriko Miyazaki,F,JPN,1995
220760,Lillian Mould,F,GBR,2004
215012,Nell Miller,F,GBR,2001
216254,Gemma Heath,F,GBR,2005
220761,Isabelle Hearnshaw,F,GBR,1999
216066,Ella Taylor,F,GBR,1997
216248,Hannah Mccolgan,F,GBR,2003
215902,Aleksandra Pitak,F,GBR,2002
219636,Anna Loughlan,F,GBR,2004
214961,Kimberly Mpukusa,F,ZIM,1999
215912,Katarzyna Pitak,F,GBR,1999
220161,Lauren Bishop,F,GBR,2000
220765,Kira Reuter,F,GBR,2004
215911,Lily Ghodrati,F,GBR,2003
216249,Anna Popescu,F,GBR,1997
220766,Erin Richardson,F,GBR,2002
215367,Nini Guensler,F,USA,1999
216180,Zoziya Kardava,F,RUS,2001
220159,Kseniya Yersh,F,BLR,2002
202779,Tinatin Kavlashvili,F,GEO,1991
220558,Anna Kalabukhova,F,USA,2005
202442,Tatia Mikadze,F,GEO,1988
216181,Mariam Dalakishvili,F,GEO,2001
214047,Vasilisa Aponasenko,F,RUS,1998
215435,Alessia Dario,F,ITA,2002
215292,Lana Kentchiashvili,F,GEO,2002
219727,Anastasia Bovolskaya,F,RUS,2004
214401,Ana Akhalkatsi,F,GEO,2002
216096,Csenge Furak,F,HUN,2003
219824,Maria Tyrina,F,RUS,2003
214479,Yarden Akler,F,ISR,1999
220266,Kathleen Kanev,F,GER,2000
215001,Carmen Schultheiss,F,GER,2000
215002,Anna Gabric,F,GER,1998
215024,Kristina Kislyak,F,RUS,2003
202483,Sandra Zaniewska,F,POL,1996
213690,Camilla Scala,F,ITA,1996
215887,Shaline Doreen Pipa,F,GER,2001
206051,Marina Kachar,F,SRB,1996
216095,Mina Hodzic,F,GER,2002
213694,Lisa Matviyenko,F,GER,1997
220513,Antonia Schmidt,F,GER,2001
220492,Chantal Sauvant,F,GER,2002
220493,Angelina Wirges,F,GER,2002
220495,Alicia Melosch,F,GER,2000
215608,Jennifer Wacker,F,GER,1998
219975,Janna Hildebrand,F,GER,1993
215507,Livia Kraus,F,AUT,2000
214513,Yulia Sokolovskaya,F,RUS,2000
203485,Julia Kimmelmann,F,GER,1993
215647,Lara Schmidt,F,GER,1999
205759,Margarita Lazareva,F,RUS,1991
214786,Lea Gasparovic,F,GER,1999
220592,Emily Welker,F,GER,2000
216050,Lena Greiner,F,GER,2000
220638,Nadja Bay Christians,F,ESP,2003
215117,Dagmar Zdrubecka,F,CZE,2003
214971,Kim Fontana,F,SUI,2003
215517,Amelie Carolin Kurpiers,F,GER,2002
220523,Birte Langenstein,F,GER,2001
216176,Anne Knuettel,F,GER,2002
215714,Inasse Hamouti,F,FRA,2001
215556,Hristina Djokic,F,SRB,2003
220333,Nikoleta Antoniou Karademitrou,F,GRE,2003
216375,Eleftheria Gkogkou,F,GRE,2002
211916,Valeria Nikolaev,F,ISR,2000
214827,Tamara Arnold,F,SUI,2001
206207,Francesca Palmigiano,F,ITA,1999
214752,Alena Weiss,F,AUT,2001
216425,Vasiliki Karvouni,F,GRE,2002
213744,Eva Zagorac,F,SLO,1999
214958,Natalia Nikolopoulou,F,GRE,2000
215149,Emmanouela Antonakis,F,GRE,2003
215803,Daria Shelomentseva,F,RUS,2003
214818,Mira Antonitsch,F,AUT,1999
216571,Afroditi Tzanopoulou,F,GRE,2001
220352,Marily Canellopoulos,F,GRE,2005
214488,Jana Boubelikova,F,CZE,1998
211197,Angeliki Kairi,F,GRE,2000
216101,Luminita Tutunaru,F,ROU,2003
215092,Magdalini Adaloglou,F,GRE,1999
220364,Sapfo Sakellaridi,F,GRE,2003
220365,Elene Mchedlidze,F,GEO,2002
220764,Eirini Kontaki,F,GRE,2000
214992,Zhibek Kulambayeva,F,KAZ,2000
220716,Oleksandra Oliynykova,F,CRO,2000
214987,Shahar Biran,F,ISR,2000
220769,Bojana Klincov,F,SUI,2001
214746,Federica Bilardo,F,ITA,1999
214465,Maya Tahan,F,ISR,1999
220789,Magda Tomazani,F,GRE,2004
215216,Francesca Dorothea Ciutescu,F,ROU,1998
215436,Emma Lioi,F,ITA,2002
216045,Svenja Ochsner,F,SUI,2000
209752,Sara Guglielminotti,F,ITA,1993
220800,Dejana Milenkovic,F,SRB,2001
205954,Ivana Klepic,F,CRO,1993
211720,Ai Kamiyoshihara,F,JPN,1994
220019,Venia Yeung,F,HKG,1997
215315,Yi Tsen Cho,F,TPE,2002
214989,Yan Tung Ki,F,HKG,1993
215318,Nagisa Morimoto,F,JPN,1999
210694,Sari Baba,F,JPN,1998
219543,Chunxi Xin,F,CHN,2003
219835,Hei Ching Claudia Ng,F,HKG,2005
202608,Akari Inoue,F,JPN,1990
214229,Man Ying Maggie Ng,F,HKG,1997
214589,I Hsuan Cho,F,TPE,2001
202676,Prerna Bhambri,F,IND,1992
208730,Mitsumi Kawasaki,F,JPN,1986
220397,Reka Zadori,F,HUN,2003
216236,Adrienn Horvath,F,HUN,2002
214118,Luca Nagymihaly,F,HUN,1999
215909,Adrienn Nagy,F,HUN,2001
220404,Reka Farbas,F,HUN,2001
201443,Alexa Glatch,F,USA,1989
213582,Kateryna Sliusar,F,UKR,2001
206338,Stefania Rubini,F,ITA,1992
215554,Maryna Chernyshova,F,UKR,2001
220662,Veronika Erjavec,F,SLO,1999
220044,Fanni Gecsek,F,HUN,2003
220701,Dorka Drahota Szabo,F,HUN,2001
215545,Alexandra Vagramov,F,CAN,2003
213827,Magdalena Stoilkovska,F,MKD,1996
214655,Aleksandra Stosic,F,SRB,2000
220046,Timea Visontai,F,HUN,2004
215730,Prakriti Banwani,F,IND,2003
214367,Arthi M,F,IND,1995
215223,Himani Mor,F,IND,2003
220314,Yubarani Banerjee,F,IND,2001
215755,Mahak Jain,F,IND,2003
211663,Amrita Mukherjee,F,IND,1998
202637,Shivika Burman,F,IND,1994
215138,Lulu Radovcic,F,SUI,2001
214983,Mihika Yadav,F,IND,2000
220315,Riddhi Ramesh Sharma,F,IND,2004
211200,Eetee Maheta,F,IND,2000
215494,Sara Yadav,F,IND,2002
215579,Hsin Yuan Shih,F,TPE,2003
220316,Radhika Yadav,F,IND,2000
214416,Sindhu Janagam,F,IND,2000
215224,Aastha Dargude,F,IND,2003
213608,Vasavi Ganesan,F,IND,2003
214787,Jennifer Luikham,F,IND,2000
220423,Tejasvi Kate,F,IND,2000
215222,Saumya Vig,F,IND,1994
215160,Shivani Manjanna,F,IND,2003
215659,Sai Dedeepya Yeddula,F,IND,2001
220327,Harshita Chugh,F,IND,2001
220424,Advaitas Saravanan,F,IND,2003
214277,Bunyawi Thamchaiwat,F,THA,2000
220823,Salsa Aher,F,IND,2002
220824,Shivani Swarup Ingle,F,IND,2003
220825,Akanksha Dileep Nitture,F,IND,2003
215890,Maya Jansen,F,USA,1997
215161,Soha Sadiq,F,IND,1998
203468,Alexandra Grinchishina,F,KAZ,1998
220842,Shrivalli Rashmikaa Bhamidipaty,F,IND,2002
220841,Humera Begum Shaik,F,IND,2001
220325,Ganeshi Aniya,F,IND,2002
220843,Sathwika Sama,F,IND,2000
203507,Giorgia Marchetti,F,ITA,1996
215524,Neta Berman,F,ISR,2000
211680,Camila Tumosa,F,ARG,2001
215865,Anna Bowtell,F,IRL,2001
220417,Helena Jansen Figueras,F,ESP,2002
215127,Julie Byrne,F,IRL,2000
220572,Ruth Copas,F,IRL,1997
216166,Tereza Svecova,F,CZE,1995
220574,Georgia Drummy,F,IRL,2000
220573,Caragh Courtney,F,IRL,2003
220575,Ellie Murphy,F,IRL,2002
215171,Vered Bert,F,ISR,2004
214984,Noya Ohana,F,ISR,2002
215150,Shelly Krolitzky,F,ISR,2002
211915,Talya Zandberg,F,ISR,1998
215522,Ilana Tetruashvili,F,ISR,2002
215260,Shelly Bereznyak,F,ISR,2000
215152,Tamara Barad Itzhaki,F,ISR,2000
215196,Nicole Nadel,F,ISR,2000
214463,Yuval Keren,F,ISR,2000
211919,Gaya Solomon,F,ISR,2002
215627,Nicole Khirin,F,ISR,2000
215151,Lina Glushko,F,ISR,1999
212046,Shiran Arol Wiegand,F,ISR,1998
216233,Mia Rabinowitz,F,USA,2002
206245,Ofri Lankri,F,ISR,1995
220516,Nitzan Bruner,F,ISR,1999
215241,Shoval Fanani,F,ISR,2004
219817,Mika Misgav,F,ISR,2001
214464,Shir Azran,F,ISR,1999
213726,May Kimhi,F,ISR,2002
219852,Stephanie Belovukovic,F,AUS,2003
215526,Adi Spiegelman,F,ISR,2002
205123,Alice Balducci,F,ITA,1990
201290,Daniela Hantuchova,F,SVK,1987
202671,Cristina Andreea Mitu,F,ROU,1991
220070,Chiara Fermi,F,ITA,2004
220306,Alessandra Mazzola,F,ITA,1999
213698,Maria Vittoria Viviani,F,ITA,1999
209901,Marianna Natali,F,ITA,1994
206201,Virginia Eliana Tica,F,ROU,1996
206162,Kamila Kerimbayeva,F,KAZ,1996
206027,Angelica Moratelli,F,ITA,1994
204387,Carolina Pillot,F,ITA,1996
211732,Alessia Piran,F,ITA,1996
213927,Veronica Napolitano,F,ITA,1998
215796,Corina Mader,F,SUI,1995
214457,Rosanna Maffei,F,ITA,2003
216412,Eleonora Liga,F,ITA,2003
215093,Chiara Catini,F,ITA,1999
211918,Anastasija Homutova,F,LAT,2001
215877,Lisa Piccinetti,F,ITA,2003
201489,Mariya Koryttseva,F,UKR,1989
219098,Caitlyn Williams,F,USA,1997
211774,Beatrice Torelli,F,ITA,2000
214883,Francesca Bullani,F,ITA,1998
220074,Annalisa Molino,F,ITA,2003
216103,Eden Sophie Schlagenhauf,F,GER,2003
214884,Martina Pratesi,F,ITA,2002
215369,Blanca Puig Caballero,F,ESP,2000
215900,Anna Maria Kalavska,F,CZE,2002
220312,Taylor Johnson,F,USA,2003
201448,Galina Voskoboeva,F,KAZ,1986
220427,Nina Nikprelevic,F,USA,2005
203456,Jelena Simic,F,BIH,1994
220496,Enola Chiesa,F,ITA,2000
213954,Sara Marcionni,F,ITA,1992
214321,Arianna Capogrosso,F,ITA,2003
214323,Marta Bellucco,F,ITA,1999
220478,Benedetta Ivaldi,F,ITA,2002
