winner_id,PlayerWins,AverageWins,country
222016,18,17,ESP                                                                                                 
220742,36,17,ESP                                                                                                 
213706,133,17,ESP                                                                                                 
103970,47,17,ESP                                                                                                 
214937,102,17,ESP                                                                                                 
215174,87,17,ESP                                                                                                 
104593,93,17,ESP                                                                                                 
215798,74,17,ESP                                                                                                 
211508,83,17,ESP                                                                                                 
103852,102,17,ESP                                                                                                 
214885,24,17,ESP                                                                                                 
104665,97,17,ESP                                                                                                 
106375,24,17,ESP                                                                                                 
202704,19,17,ESP                                                                                                 
105077,145,17,ESP                                                                                                 
211651,173,17,ESP                                                                                                 
103105,47,17,ESP                                                                                                 
216078,35,17,ESP                                                                                                 
209945,49,17,ESP                                                                                                 
103990,81,17,ESP                                                                                                 
104719,114,17,ESP                                                                                                 
103656,25,17,ESP                                                                                                 
203463,176,17,ESP                                                                                                 
106120,42,17,ESP                                                                                                 
106408,104,17,ESP                                                                                                 
215571,87,17,ESP                                                                                                 
203520,27,17,ESP                                                                                                 
104745,190,17,ESP                                                                                                 
105515,38,17,ESP                                                                                                 
201640,63,17,ESP                                                                                                 
105137,25,17,ESP                                                                                                 
202469,143,17,ESP                                                                                                 
105138,182,17,ESP                                                                                                 
105529,54,17,ESP                                                                                                 
106117,19,17,ESP                                                                                                 
206276,43,17,ESP                                                                                                 
201638,57,17,ESP                                                                                                 
214236,74,17,ESP                                                                                                 
215398,50,17,ESP                                                                                                 
214145,63,17,ESP                                                                                                 
220999,18,17,ESP                                                                                                 
206216,150,17,ESP                                                                                                 
210622,95,17,ESP                                                                                                 
206253,150,17,ESP                                                                                                 
215698,29,17,ESP                                                                                                 
215453,128,17,ESP                                                                                                 
202197,21,17,ESP                                                                                                 
222601,58,17,ESP                                                                                                 
213557,91,17,ESP                                                                                                 
126535,147,17,ESP                                                                                                 
106148,211,17,ESP                                                                                                 
104629,135,17,ESP                                                                                                 
201521,80,17,ESP                                                                                                 
220781,33,17,ESP                                                                                                 
204427,178,17,ESP                                                                                                 
144719,156,17,ESP                                                                                                 
103926,37,17,ESP                                                                                                 
214212,51,17,ESP                                                                                                 
200221,127,17,ESP                                                                                                 
221213,23,17,ESP                                                                                                 
106177,48,17,ESP                                                                                                 
202916,150,17,ESP                                                                                                 
105782,97,17,ESP                                                                                                 
110754,22,17,ESP                                                                                                 
202418,93,17,ESP                                                                                                 
124079,135,17,ESP                                                                                                 
104597,31,17,ESP                                                                                                 
105283,39,17,ESP                                                                                                 
104269,110,17,ESP                                                                                                 
126523,129,17,ESP                                                                                                 
201562,88,17,ESP                                                                                                 
207989,66,17,ESP                                                                                                 
214189,20,17,ESP                                                                                                 
216116,71,14,EST                                                                                                 
105132,88,14,EST                                                                                                 
216119,19,14,EST                                                                                                 
104901,16,14,EST                                                                                                 
204426,124,14,EST                                                                                                 
201466,97,14,EST                                                                                                 
216118,16,14,EST                                                                                                 
202261,6,5,FIN                                                                                                 
105349,30,5,FIN                                                                                                 
126609,17,5,FIN                                                                                                 
201441,11,5,FIN                                                                                                 
200325,106,5,FIN                                                                                                 
211288,48,5,FIN                                                                                                 
215395,67,5,FIN                                                                                                 
203290,22,5,FIN                                                                                                 
220733,90,21,FRA                                                                                                 
215802,38,21,FRA                                                                                                 
200384,44,21,FRA                                                                                                 
221018,26,21,FRA                                                                                                 
106362,22,21,FRA                                                                                                 
206166,95,21,FRA                                                                                                 
120775,73,21,FRA                                                                                                 
221911,25,21,FRA                                                                                                 
126239,81,21,FRA                                                                                                 
125796,26,21,FRA                                                                                                 
111512,34,21,FRA                                                                                                 
221052,32,21,FRA                                                                                                 
215657,27,21,FRA                                                                                                 
202706,125,21,FRA                                                                                                 
211316,132,21,FRA                                                                                                 
203317,36,21,FRA                                                                                                 
105678,45,21,FRA                                                                                                 
105874,37,21,FRA                                                                                                 
215806,52,21,FRA                                                                                                 
126156,115,21,FRA                                                                                                 
105173,140,21,FRA                                                                                                 
203559,59,21,FRA                                                                                                 
215855,23,21,FRA                                                                                                 
210584,38,21,FRA                                                                                                 
206277,109,21,FRA                                                                                                 
104672,76,21,FRA                                                                                                 
201426,109,21,FRA                                                                                                 
204366,88,21,FRA                                                                                                 
211539,138,21,FRA                                                                                                 
104095,30,21,FRA                                                                                                 
200188,23,21,FRA                                                                                                 
213555,53,21,FRA                                                                                                 
126127,110,21,FRA                                                                                                 
202430,73,21,FRA                                                                                                 
103917,53,21,FRA                                                                                                 
145001,42,21,FRA                                                                                                 
144895,128,21,FRA                                                                                                 
219979,22,21,FRA                                                                                                 
111460,158,21,FRA                                                                                                 
104871,134,21,FRA                                                                                                 
202703,49,21,FRA                                                                                                 
203487,62,21,FRA                                                                                                 
104792,124,21,FRA                                                                                                 
210056,56,21,FRA                                                                                                 
221468,22,21,FRA                                                                                                 
123921,78,21,FRA                                                                                                 
124186,96,21,FRA                                                                                                 
105559,34,21,FRA                                                                                                 
202656,110,21,FRA                                                                                                 
104468,112,21,FRA                                                                                                 
106296,132,21,FRA                                                                                                 
202707,108,21,FRA                                                                                                 
211019,98,21,FRA                                                                                                 
215726,40,21,FRA                                                                                                 
202640,82,21,FRA                                                                                                 
106288,158,21,FRA                                                                                                 
106137,159,21,FRA                                                                                                 
104932,104,21,FRA                                                                                                 
126512,31,21,FRA                                                                                                 
201614,146,21,FRA                                                                                                 
105938,56,21,FRA                                                                                                 
215778,47,21,FRA                                                                                                 
206171,24,21,FRA                                                                                                 
221191,27,21,FRA                                                                                                 
200611,84,21,FRA                                                                                                 
215588,46,21,FRA                                                                                                 
211486,24,21,FRA                                                                                                 
216262,55,21,FRA                                                                                                 
214317,59,21,FRA                                                                                                 
214219,132,21,FRA                                                                                                 
210702,37,21,FRA                                                                                                 
131905,47,21,FRA                                                                                                 
203558,110,21,FRA                                                                                                 
106005,129,21,FRA                                                                                                 
126409,92,21,FRA                                                                                                 
214220,122,21,FRA                                                                                                 
210865,64,21,FRA                                                                                                 
144656,26,21,FRA                                                                                                 
214319,106,21,FRA                                                                                                 
106298,110,21,FRA                                                                                                 
144675,28,21,FRA                                                                                                 
211552,134,21,FRA                                                                                                 
111506,30,21,FRA                                                                                                 
200043,22,21,FRA                                                                                                 
111505,85,21,FRA                                                                                                 
214299,46,21,FRA                                                                                                 
144972,57,21,FRA                                                                                                 
106172,25,21,FRA                                                                                                 
105732,137,21,FRA                                                                                                 
211382,107,21,FRA                                                                                                 
103898,66,21,FRA                                                                                                 
203564,128,21,FRA                                                                                                 
105860,56,21,FRA                                                                                                 
220554,29,21,FRA                                                                                                 
200005,132,21,FRA                                                                                                 
104755,127,21,FRA                                                                                                 
211537,46,21,FRA                                                                                                 
214254,102,21,FRA                                                                                                 
215776,32,21,FRA                                                                                                 
220330,27,21,FRA                                                                                                 
126125,151,21,FRA                                                                                                 
105163,70,21,FRA                                                                                                 
201540,114,21,FRA                                                                                                 
220305,42,21,FRA                                                                                                 
104542,98,21,FRA                                                                                                 
105332,139,21,FRA                                                                                                 
206417,37,21,FRA                                                                                                 
214257,28,21,FRA                                                                                                 
206219,173,21,FRA                                                                                                 
103908,37,21,FRA                                                                                                 
205714,80,21,FRA                                                                                                 
103565,80,21,FRA                                                                                                 
213909,49,21,FRA                                                                                                 
211484,55,21,FRA                                                                                                 
203281,128,21,FRA                                                                                                 
123920,27,21,FRA                                                                                                 
201427,107,21,FRA                                                                                                 
220348,44,21,FRA                                                                                                 
211021,47,21,FRA                                                                                                 
214312,78,21,FRA                                                                                                 
202621,72,21,FRA                                                                                                 
220683,7,4,GAB                                                                                                 
215902,25,15,GBR                                                                                                 
211031,58,15,GBR                                                                                                 
206230,53,15,GBR                                                                                                 
105528,31,15,GBR                                                                                                 
201573,53,15,GBR                                                                                                 
203465,115,15,GBR                                                                                                 
215962,38,15,GBR                                                                                                 
105554,162,15,GBR                                                                                                 
202425,87,15,GBR                                                                                                 
104868,66,15,GBR                                                                                                 
216268,39,15,GBR                                                                                                 
104918,77,15,GBR                                                                                                 
211432,67,15,GBR                                                                                                 
202478,81,15,GBR                                                                                                 
126106,27,15,GBR                                                                                                 
106378,129,15,GBR                                                                                                 
106382,31,15,GBR                                                                                                 
105100,48,15,GBR                                                                                                 
212043,56,15,GBR                                                                                                 
111815,168,15,GBR                                                                                                 
106281,157,15,GBR                                                                                                 
211887,88,15,GBR                                                                                                 
220354,51,15,GBR                                                                                                 
215431,85,15,GBR                                                                                                 
202427,123,15,GBR                                                                                                 
211107,127,15,GBR                                                                                                 
213602,104,15,GBR                                                                                                 
211477,27,15,GBR                                                                                                 
221054,36,15,GBR                                                                                                 
203591,101,15,GBR                                                                                                 
215042,99,15,GBR                                                                                                 
202420,57,15,GBR                                                                                                 
211279,115,15,GBR                                                                                                 
214839,106,15,GBR                                                                                                 
207733,16,15,GBR                                                                                                 
214762,38,15,GBR                                                                                                 
213600,51,15,GBR                                                                                                 
215936,107,15,GBR                                                                                                 
201586,117,15,GBR                                                                                                 
106266,63,15,GBR                                                                                                 
126652,81,15,GBR                                                                                                 
216340,19,15,GBR                                                                                                 
201648,92,15,GBR                                                                                                 
201399,65,15,GBR                                                                                                 
216181,27,18,GEO                                                                                                 
105932,153,18,GEO                                                                                                 
204391,26,18,GEO                                                                                                 
201588,27,18,GEO                                                                                                 
213734,141,18,GEO                                                                                                 
202493,162,18,GEO                                                                                                 
202410,112,18,GEO                                                                                                 
105649,108,20,GER                                                                                                 
211779,90,20,GER                                                                                                 
202470,29,20,GER                                                                                                 
105109,36,20,GER                                                                                                 
215898,69,20,GER                                                                                                 
201504,125,20,GER                                                                                                 
216138,82,20,GER                                                                                                 
201696,128,20,GER                                                                                                 
109739,152,20,GER                                                                                                 
211285,132,20,GER                                                                                                 
204309,66,20,GER                                                                                                 
214717,27,20,GER                                                                                                 
214247,65,20,GER                                                                                                 
215075,23,20,GER                                                                                                 
211338,78,20,GER                                                                                                 
221768,28,20,GER                                                                                                 
201513,41,20,GER                                                                                                 
109699,55,20,GER                                                                                                 
106214,158,20,GER                                                                                                 
214743,25,20,GER                                                                                                 
214270,71,20,GER                                                                                                 
100644,223,20,GER                                                                                                 
200484,47,20,GER                                                                                                 
201492,99,20,GER                                                                                                 
222156,31,20,GER                                                                                                 
211344,76,20,GER                                                                                                 
104460,110,20,GER                                                                                                 
206030,98,20,GER                                                                                                 
221055,35,20,GER                                                                                                 
127157,95,20,GER                                                                                                 
204430,83,20,GER                                                                                                 
201621,82,20,GER                                                                                                 
202359,24,20,GER                                                                                                 
210754,58,20,GER                                                                                                 
121531,105,20,GER                                                                                                 
104978,78,20,GER                                                                                                 
202489,63,20,GER                                                                                                 
110751,54,20,GER                                                                                                 
203485,41,20,GER                                                                                                 
220266,21,20,GER                                                                                                 
204431,71,20,GER                                                                                                 
105514,68,20,GER                                                                                                 
202858,56,20,GER                                                                                                 
215386,21,20,GER                                                                                                 
136440,137,20,GER                                                                                                 
120424,147,20,GER                                                                                                 
214706,49,20,GER                                                                                                 
205723,119,20,GER                                                                                                 
103794,36,20,GER                                                                                                 
213583,115,20,GER                                                                                                 
105906,101,20,GER                                                                                                 
216095,31,20,GER                                                                                                 
109054,129,20,GER                                                                                                 
122351,52,20,GER                                                                                                 
214810,111,20,GER                                                                                                 
213694,85,20,GER                                                                                                 
104252,52,20,GER                                                                                                 
105870,146,20,GER                                                                                                 
215001,21,20,GER                                                                                                 
105526,183,20,GER                                                                                                 
215459,42,20,GER                                                                                                 
222668,28,20,GER                                                                                                 
206424,28,20,GER                                                                                                 
206032,37,20,GER                                                                                                 
104735,142,20,GER                                                                                                 
105047,43,20,GER                                                                                                 
213934,30,20,GER                                                                                                 
214081,163,20,GER                                                                                                 
104897,141,20,GER                                                                                                 
133975,56,20,GER                                                                                                 
201493,123,20,GER                                                                                                 
105376,134,20,GER                                                                                                 
105091,54,20,GER                                                                                                 
215002,31,20,GER                                                                                                 
203449,101,20,GER                                                                                                 
211337,138,20,GER                                                                                                 
206003,109,20,GER                                                                                                 
103582,23,20,GER                                                                                                 
105472,30,20,GER                                                                                                 
212044,119,20,GER                                                                                                 
206211,32,20,GER                                                                                                 
123828,58,20,GER                                                                                                 
105778,49,20,GER                                                                                                 
221172,31,20,GER                                                                                                 
104999,104,20,GER                                                                                                 
104259,122,20,GER                                                                                                 
202551,124,17,GRE                                                                                                 
126774,246,17,GRE                                                                                                 
213657,18,17,GRE                                                                                                 
201305,19,17,GRE                                                                                                 
220364,84,17,GRE                                                                                                 
204394,174,17,GRE                                                                                                 
202604,197,17,GRE                                                                                                 
206289,127,17,GRE                                                                                                 
208531,81,10,GUA                                                                                                 
205462,40,10,GUA                                                                                                 
221198,8,1,GUD                                                                                                 
214229,18,7,HKG                                                                                                 
201667,81,7,HKG                                                                                                 
212026,18,7,HKG                                                                                                 
211208,47,7,HKG                                                                                                 
211269,50,7,HKG                                                                                                 
215165,4,1,HON                                                                                                 
221232,3,1,HON                                                                                                 
220701,30,24,HUN                                                                                                 
201693,104,24,HUN                                                                                                 
211722,27,24,HUN                                                                                                 
215910,97,24,HUN                                                                                                 
204384,90,24,HUN                                                                                                 
105226,79,24,HUN                                                                                                 
213646,141,24,HUN                                                                                                 
214541,89,24,HUN                                                                                                 
215909,31,24,HUN                                                                                                 
211781,32,24,HUN                                                                                                 
214388,150,24,HUN                                                                                                 
202435,135,24,HUN                                                                                                 
202436,147,24,HUN                                                                                                 
211464,46,24,HUN                                                                                                 
200436,47,24,HUN                                                                                                 
201086,39,24,HUN                                                                                                 
105916,196,24,HUN                                                                                                 
214041,31,24,HUN                                                                                                 
211234,8,4,INA                                                                                                 
205344,31,4,INA                                                                                                 
210738,77,4,INA                                                                                                 
105464,12,4,INA                                                                                                 
221187,10,4,INA                                                                                                 
202645,18,4,INA                                                                                                 
202365,12,4,INA                                                                                                 
212022,8,4,INA                                                                                                 
